epoch,step,train/av2/brier_fde,train/av2/minADE6,train/av2/minFDE6,train/av2/miss_rate,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,train/waymo/brier_fde,train/waymo/minADE6,train/waymo/minFDE6,train/waymo/miss_rate,val/av2/brier_fde,val/av2/minADE6,val/av2/minFDE6,val/av2/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/waymo/brier_fde,val/waymo/minADE6,val/waymo/minFDE6,val/waymo/miss_rate
0,778,,,,,,,,,,,,,,,,,8.162965774536133,3.4058873653411865,7.329618453979492,0.6945107579231262,11.066539764404297,4.288666725158691,10.232942581176758,0.782800018787384,6.9626641273498535,2.976332426071167,6.129255771636963,0.7361111044883728,11.401887893676758,4.3916544914245605,10.568262100219727,0.7917498350143433
0,778,13.80281925201416,5.968225002288818,12.96972942352295,0.7845771312713623,17.70816421508789,7.030930995941162,16.87488555908203,0.842155933380127,11.990649223327637,5.0522871017456055,11.157574653625488,0.8398791551589966,18.139711380004883,7.154560089111328,17.306400299072266,0.8473157286643982,,,,,,,,,,,,,,,,
1,1557,,,,,,,,,,,,,,,,,6.873647212982178,2.73665189743042,6.040554046630859,0.715990424156189,7.09488582611084,2.6977827548980713,6.261765480041504,0.741599977016449,6.043763160705566,2.4134857654571533,5.2106242179870605,0.7777777910232544,7.132228374481201,2.6987099647521973,6.299105644226074,0.7434020638465881
1,1557,6.998507499694824,2.94075608253479,6.16563606262207,0.7512437701225281,8.515950202941895,3.3093767166137695,7.682840824127197,0.7879359722137451,6.70026159286499,2.708477020263672,5.867302894592285,0.7885196208953857,8.6776762008667,3.3510007858276367,7.844541072845459,0.7911942005157471,,,,,,,,,,,,,,,,
2,2336,,,,,,,,,,,,,,,,,5.5358967781066895,2.4216413497924805,4.704057216644287,0.6730310320854187,6.292107582092285,2.7323601245880127,5.458804130554199,0.7771999835968018,6.090514659881592,2.332087993621826,5.25731086730957,0.8333333134651184,6.365598678588867,2.7676243782043457,5.532153606414795,0.7859835624694824
2,2336,6.217613220214844,2.621227264404297,5.385098934173584,0.7243781089782715,6.581909656524658,2.6410140991210938,5.749042987823486,0.7685114741325378,6.461948871612549,2.565232276916504,5.630059242248535,0.7824773192405701,6.616093158721924,2.6438848972320557,5.783189296722412,0.7722359895706177,,,,,,,,,,,,,,,,
3,3115,,,,,,,,,,,,,,,,,6.3015289306640625,2.511824131011963,5.465798377990723,0.6610978245735168,6.130917549133301,2.23610520362854,5.290905475616455,0.7035999894142151,6.914377689361572,2.4990854263305664,6.0656819343566895,0.7222222089767456,6.102550983428955,2.206285238265991,5.262279987335205,0.7072521448135376
3,3115,5.55900239944458,2.384324312210083,4.7288432121276855,0.7044776082038879,5.91363525390625,2.3663384914398193,5.082287788391113,0.7451539039611816,5.846595764160156,2.341158628463745,5.014884948730469,0.773413896560669,5.946191310882568,2.3651070594787598,5.114738941192627,0.7483611106872559,,,,,,,,,,,,,,,,
4,3894,,,,,,,,,,,,,,,,,5.652881622314453,2.2311108112335205,4.837630748748779,0.6968973875045776,5.34641170501709,2.024176836013794,4.524473667144775,0.7020000219345093,5.438467025756836,2.2051210403442383,4.613155841827393,0.7361111044883728,5.316462993621826,2.002058267593384,4.493957042694092,0.7019294500350952
4,3894,5.451177597045898,2.2718207836151123,4.62817907333374,0.7059701681137085,5.713878154754639,2.2425670623779297,4.889416694641113,0.7354817986488342,6.098958492279053,2.4224653244018555,5.265655994415283,0.7945619225502014,5.7316203117370605,2.2373263835906982,4.907159805297852,0.737243115901947,,,,,,,,,,,,,,,,
5,4673,,,,,,,,,,,,,,,,,5.068976879119873,1.994045376777649,4.255826950073242,0.6706444025039673,5.043760776519775,1.8983031511306763,4.225712776184082,0.6837999820709229,4.899604320526123,1.807289719581604,4.071509838104248,0.7361111044883728,5.0437211990356445,1.8908597230911255,4.225378036499023,0.6841871738433838
5,4673,5.255034923553467,2.154275417327881,4.433385848999023,0.6935323476791382,5.468174934387207,2.1458823680877686,4.649873733520508,0.7229201197624207,6.230186939239502,2.435528039932251,5.40134859085083,0.8066465258598328,5.475979328155518,2.1408863067626953,4.658130645751953,0.7243090271949768,,,,,,,,,,,,,,,,
6,5452,,,,,,,,,,,,,,,,,5.226236343383789,2.023268699645996,4.403352737426758,0.656324565410614,5.318751335144043,1.87519371509552,4.498169898986816,0.6621999740600586,6.544069290161133,2.3462610244750977,5.7031660079956055,0.6944444179534912,5.307782173156738,1.853912353515625,4.487741470336914,0.6622310876846313
6,5452,5.014016628265381,2.0302908420562744,4.19172477722168,0.6796019673347473,5.264230251312256,2.0407562255859375,4.444185256958008,0.7125657200813293,5.957172870635986,2.3315963745117188,5.125705718994141,0.7794561982154846,5.276351451873779,2.0374228954315186,4.456668376922607,0.7145198583602905,,,,,,,,,,,,,,,,
7,6231,,,,,,,,,,,,,,,,,4.957238674163818,1.903494954109192,4.14503288269043,0.6515513062477112,4.785831451416016,1.679763674736023,3.974165916442871,0.6589999794960022,5.2677412033081055,2.0107550621032715,4.444836616516113,0.625,4.762209415435791,1.653687596321106,3.9507737159729004,0.6602351069450378
7,6231,4.867660999298096,1.956843614578247,4.045507907867432,0.6726368069648743,5.099348545074463,1.9599409103393555,4.283016681671143,0.6992013454437256,5.724808692932129,2.235729932785034,4.894692420959473,0.7250755429267883,5.1108078956604,1.9561731815338135,4.295192718505859,0.7011870741844177,,,,,,,,,,,,,,,,
8,7010,,,,,,,,,,,,,,,,,4.697445392608643,1.842093586921692,3.889716863632202,0.6515513062477112,4.606960773468018,1.678565263748169,3.7894246578216553,0.6859999895095825,5.137469291687012,1.9189434051513672,4.311281204223633,0.7222222089767456,4.590081214904785,1.6595311164855957,3.7717719078063965,0.688622772693634
8,7010,4.9017229080200195,1.9434897899627686,4.086716651916504,0.686069667339325,4.981943607330322,1.8809412717819214,4.166726112365723,0.6895292401313782,5.666007041931152,2.1858344078063965,4.840979099273682,0.7401812672615051,4.979057788848877,1.8709018230438232,4.163959980010986,0.689094603061676,,,,,,,,,,,,,,,,
9,7789,,,,,,,,,,,,,,,,,5.148501396179199,2.067131280899048,4.336130142211914,0.6968973875045776,4.863020896911621,1.7779170274734497,4.050320148468018,0.6668000221252441,5.736999034881592,2.18412709236145,4.905767440795898,0.6805555820465088,4.822536945343018,1.7445553541183472,4.010102272033691,0.6637835502624512
9,7789,4.837000846862793,1.919842004776001,4.01836633682251,0.6850746273994446,5.002662658691406,1.8617125749588013,4.184330940246582,0.6937833428382874,6.093416690826416,2.36689829826355,5.261575222015381,0.7643504738807678,5.001420974731445,1.8491287231445312,4.183316230773926,0.6935241222381592,,,,,,,,,,,,,,,,
10,8568,,,,,,,,,,,,,,,,,5.003489017486572,2.0065360069274902,4.179408550262451,0.6873508095741272,4.526644706726074,1.689927101135254,3.707465648651123,0.6478000283241272,5.27674674987793,2.012157678604126,4.445791244506836,0.75,4.470355987548828,1.6553609371185303,3.651820421218872,0.6424927711486816
10,8568,4.757674694061279,1.8600506782531738,3.9431686401367188,0.6825870871543884,4.889007568359375,1.8284826278686523,4.076186180114746,0.6905726790428162,5.381075382232666,2.14410662651062,4.555342674255371,0.6978852152824402,4.893486976623535,1.821044921875,4.08100700378418,0.6911764740943909,,,,,,,,,,,,,,,,
11,9347,,,,,,,,,,,,,,,,,4.421335220336914,1.7878504991531372,3.6066133975982666,0.6157518029212952,4.416903972625732,1.6521244049072266,3.59950852394104,0.6453999876976013,5.6201395988464355,2.0464255809783936,4.786396503448486,0.6944444179534912,4.397280216217041,1.6332155466079712,3.579896926879883,0.6473719477653503
11,9347,4.70159387588501,1.8538250923156738,3.8806815147399902,0.6482586860656738,4.7618794441223145,1.7778851985931396,3.9453532695770264,0.6723521947860718,5.730588912963867,2.237635612487793,4.900615692138672,0.7280966639518738,4.753046989440918,1.7643821239471436,3.937105894088745,0.6736800074577332,,,,,,,,,,,,,,,,
12,10126,,,,,,,,,,,,,,,,,4.397339344024658,1.7642278671264648,3.579007387161255,0.6229116916656494,4.301499843597412,1.570649266242981,3.48443603515625,0.6133999824523926,5.727389335632324,2.149749279022217,4.892298221588135,0.625,4.269824981689453,1.5434142351150513,3.4531664848327637,0.6123309135437012
12,10126,4.6105852127075195,1.7941206693649292,3.7898340225219727,0.6537313461303711,4.7459235191345215,1.7683324813842773,3.9276392459869385,0.6718304753303528,5.887546539306641,2.250443696975708,5.054931163787842,0.731117844581604,4.74123477935791,1.7589683532714844,3.9233791828155518,0.672572672367096,,,,,,,,,,,,,,,,
13,10905,,,,,,,,,,,,,,,,,4.2212629318237305,1.6808154582977295,3.415626049041748,0.6252983212471008,4.177110195159912,1.5078063011169434,3.3678061962127686,0.6290000081062317,5.096632480621338,1.9436239004135132,4.265776634216309,0.6666666865348816,4.158324241638184,1.4847700595855713,3.3490231037139893,0.628742516040802
13,10905,4.675149440765381,1.8322432041168213,3.8571057319641113,0.6437810659408569,4.6781840324401855,1.7322425842285156,3.8621652126312256,0.6647269129753113,5.5443220138549805,2.1095104217529297,4.714400291442871,0.7341389656066895,4.6657562255859375,1.7178055047988892,3.8501181602478027,0.6655740737915039,,,,,,,,,,,,,,,,
14,11684,,,,,,,,,,,,,,,,,4.393494129180908,1.717279076576233,3.576477527618408,0.6515513062477112,4.230957508087158,1.4938969612121582,3.4106335639953613,0.6338000297546387,5.025240898132324,1.9027589559555054,4.190783977508545,0.6388888955116272,4.2031707763671875,1.4666107892990112,3.382765054702759,0.6320691704750061
14,11684,4.598670959472656,1.8051695823669434,3.778977394104004,0.660198986530304,4.621686935424805,1.705451488494873,3.80342173576355,0.6605931520462036,5.641963005065918,2.1775028705596924,4.8119916915893555,0.69486403465271,4.6087775230407715,1.6896510124206543,3.790808916091919,0.6601257920265198,,,,,,,,,,,,,,,,
15,12463,,,,,,,,,,,,,,,,,5.079421520233154,2.0035910606384277,4.253865718841553,0.7279236316680908,4.964077949523926,2.0305535793304443,4.14414119720459,0.6765999794006348,5.4999189376831055,2.148719310760498,4.657838344573975,0.7361111044883728,4.944803237915039,2.0311717987060547,4.125741481781006,0.6708804368972778
15,12463,4.620924472808838,1.760218858718872,3.8072571754455566,0.6621890664100647,4.589676856994629,1.6965218782424927,3.776181221008301,0.6636834144592285,5.795776844024658,2.240445375442505,4.964415073394775,0.7432023882865906,4.569214820861816,1.6828781366348267,3.755991220474243,0.6626505851745605,,,,,,,,,,,,,,,,
16,13242,,,,,,,,,,,,,,,,,4.872257709503174,1.940989375114441,4.053012847900391,0.6420047879219055,4.434351444244385,1.6160120964050293,3.6129589080810547,0.6043999791145325,5.371301651000977,2.0477612018585205,4.53553581237793,0.6527777910232544,4.378696441650391,1.5789192914962769,3.5573365688323975,0.6001330614089966
16,13242,4.522153854370117,1.7434918880462646,3.7026562690734863,0.6353234052658081,4.547914505004883,1.6719988584518433,3.730412721633911,0.6526467800140381,5.616703510284424,2.1089296340942383,4.7838287353515625,0.7280966639518738,4.534534454345703,1.6592291593551636,3.717435598373413,0.6530829071998596,,,,,,,,,,,,,,,,
17,14021,,,,,,,,,,,,,,,,,4.178778648376465,1.6531124114990234,3.3643715381622314,0.6252983212471008,4.185672283172607,1.4848616123199463,3.370450496673584,0.6173999905586243,5.838243007659912,2.1196556091308594,4.999279022216797,0.6944444179534912,4.159924030303955,1.4590905904769897,3.3450050354003906,0.615435779094696
17,14021,4.55977725982666,1.7764992713928223,3.74082612991333,0.6402984857559204,4.5001068115234375,1.6622960567474365,3.681218147277832,0.6468274593353271,5.274539947509766,2.0335609912872314,4.441463947296143,0.7099697589874268,4.483441352844238,1.6466857194900513,3.6647605895996094,0.6464830040931702,,,,,,,,,,,,,,,,
18,14800,,,,,,,,,,,,,,,,,4.164712429046631,1.6249810457229614,3.352001190185547,0.6324582099914551,4.121526718139648,1.4787367582321167,3.307771921157837,0.6133999824523926,4.694372653961182,1.7611720561981201,3.8646388053894043,0.6388888955116272,4.108366012573242,1.4606366157531738,3.2947702407836914,0.6112220287322998
18,14800,4.495609283447266,1.7495009899139404,3.675196409225464,0.6457711458206177,4.4544878005981445,1.6437739133834839,3.6351492404937744,0.6437773704528809,5.600539684295654,2.164963483810425,4.764432430267334,0.731117844581604,4.434025764465332,1.6267204284667969,3.6150283813476562,0.6423192620277405,,,,,,,,,,,,,,,,
19,15579,,,,,,,,,,,,,,,,,4.28387975692749,1.6447807550430298,3.470580816268921,0.6443914175033569,4.073643684387207,1.4366412162780762,3.25459361076355,0.6069999933242798,5.461566925048828,2.137686252593994,4.6152849197387695,0.7083333134651184,4.031946182250977,1.4061052799224854,3.2127954959869385,0.6019073128700256
19,15579,4.4300360679626465,1.7201077938079834,3.6096575260162354,0.6407960057258606,4.372538089752197,1.6150755882263184,3.5565593242645264,0.6366737484931946,5.349405765533447,2.033306837081909,4.5170392990112305,0.7190332412719727,4.353097438812256,1.599591851234436,3.5377449989318848,0.6350992321968079,,,,,,,,,,,,,,,,
20,16358,,,,,,,,,,,,,,,,,4.703553676605225,1.8500449657440186,3.8717474937438965,0.6396181583404541,4.526509761810303,1.6379510164260864,3.700944423675537,0.6380000114440918,5.3651628494262695,1.9467215538024902,4.526764392852783,0.7361111044883728,4.496665954589844,1.613311529159546,3.6718862056732178,0.6362829804420471
20,16358,4.230928421020508,1.6525038480758667,3.4125356674194336,0.6194030046463013,4.334024429321289,1.5927975177764893,3.5182244777679443,0.6319380402565002,5.337111949920654,2.0364890098571777,4.501451015472412,0.7160120606422424,4.328497886657715,1.5809764862060547,3.5132205486297607,0.6318213939666748,,,,,,,,,,,,,,,,
21,17137,,,,,,,,,,,,,,,,,4.1321330070495605,1.650307059288025,3.3204753398895264,0.584725558757782,4.048155784606934,1.499332070350647,3.236776828765869,0.598800003528595,4.69432258605957,1.8218955993652344,3.866948366165161,0.5833333134651184,4.030033111572266,1.4801520109176636,3.2189364433288574,0.6003548502922058
21,17137,4.382020950317383,1.7134109735488892,3.563481569290161,0.625373125076294,4.307517051696777,1.5803793668746948,3.4922499656677246,0.6336637735366821,5.072526454925537,1.950819492340088,4.245103359222412,0.670694887638092,4.289670467376709,1.5631040334701538,3.4748690128326416,0.6338589787483215,,,,,,,,,,,,,,,,
22,17916,,,,,,,,,,,,,,,,,4.2622575759887695,1.6131409406661987,3.4455292224884033,0.6085919141769409,4.17067289352417,1.5266947746276855,3.3493406772613525,0.6155999898910522,5.235650062561035,2.0340113639831543,4.394773960113525,0.625,4.145156383514404,1.5105608701705933,3.32370924949646,0.6161011457443237
22,17916,4.383264541625977,1.6951287984848022,3.5657341480255127,0.6228855848312378,4.2856974601745605,1.5705516338348389,3.4704020023345947,0.6298511028289795,5.415477275848389,2.1136999130249023,4.586660861968994,0.6918429136276245,4.260448932647705,1.551498293876648,3.4455454349517822,0.6295623779296875,,,,,,,,,,,,,,,,
23,18695,,,,,,,,,,,,,,,,,4.138753414154053,1.56609046459198,3.3228681087493896,0.6085919141769409,3.979583978652954,1.409226417541504,3.163337230682373,0.5964000225067139,4.8872270584106445,1.823661208152771,4.057388782501221,0.7222222089767456,3.9502999782562256,1.3880317211151123,3.1342363357543945,0.5932579040527344
23,18695,4.482231616973877,1.7214620113372803,3.661027193069458,0.630348265171051,4.299002647399902,1.56977379322052,3.4793570041656494,0.6286872625350952,5.31807804107666,1.9621148109436035,4.4874467849731445,0.7009063363075256,4.267751216888428,1.5505164861679077,3.448399305343628,0.6274805068969727,,,,,,,,,,,,,,,,
24,19474,,,,,,,,,,,,,,,,,4.473371982574463,1.7686041593551636,3.6513264179229736,0.6252983212471008,4.162751197814941,1.4978129863739014,3.34438157081604,0.5820000171661377,4.7640838623046875,1.79824960231781,3.9297077655792236,0.6666666865348816,4.124284744262695,1.4678521156311035,3.3065125942230225,0.5766245126724243
24,19474,4.289721488952637,1.6579606533050537,3.470777750015259,0.6169154047966003,4.278273582458496,1.5613272190093994,3.460146427154541,0.6301320195198059,5.499942779541016,2.031046152114868,4.669207572937012,0.7160120606422424,4.259344100952148,1.5458366870880127,3.441472291946411,0.6300495862960815,,,,,,,,,,,,,,,,
25,20253,,,,,,,,,,,,,,,,,4.446617603302002,1.7102129459381104,3.6188297271728516,0.5966587066650391,4.151388168334961,1.4867146015167236,3.3324460983276367,0.5756000280380249,5.799043655395508,2.131294012069702,4.964439868927002,0.5694444179534912,4.097645282745361,1.4556537866592407,3.2797746658325195,0.5737413763999939
25,20253,4.280678749084473,1.6403878927230835,3.4600603580474854,0.613930344581604,4.1900248527526855,1.521483302116394,3.3707478046417236,0.6151221990585327,5.331508636474609,2.0104947090148926,4.4982781410217285,0.69486403465271,4.165221214294434,1.5037283897399902,3.3462626934051514,0.6140591502189636,,,,,,,,,,,,,,,,
26,21032,,,,,,,,,,,,,,,,,4.329617977142334,1.8361231088638306,3.518324613571167,0.5918854475021362,4.153565406799316,1.5624452829360962,3.3406875133514404,0.5806000232696533,5.412109851837158,2.0838711261749268,4.572471618652344,0.6111111044883728,4.117110252380371,1.5286874771118164,3.304511547088623,0.5790640711784363
26,21032,4.297563076019287,1.6337958574295044,3.4772613048553467,0.6288557052612305,4.2306718826293945,1.541382074356079,3.411717176437378,0.6230685710906982,5.3183722496032715,2.0708694458007812,4.486668586730957,0.69486403465271,4.208773612976074,1.5253924131393433,3.390120506286621,0.6215007305145264,,,,,,,,,,,,,,,,
27,21811,,,,,,,,,,,,,,,,,4.3312907218933105,1.6738269329071045,3.515684127807617,0.620525062084198,4.01396369934082,1.459688425064087,3.199824571609497,0.5794000029563904,5.285479545593262,1.9732252359390259,4.4548139572143555,0.6666666865348816,3.964172840118408,1.4315892457962036,3.150432586669922,0.5741849541664124
27,21811,4.27962064743042,1.6380503177642822,3.4600086212158203,0.595522403717041,4.184446334838867,1.5185415744781494,3.3681256771087646,0.6154432892799377,5.345829486846924,2.0434179306030273,4.518577575683594,0.6646525859832764,4.158946514129639,1.500206708908081,3.343079090118408,0.6164953708648682,,,,,,,,,,,,,,,,
28,22590,,,,,,,,,,,,,,,,,4.224224090576172,1.5941466093063354,3.4059417247772217,0.6491646766662598,3.8725905418395996,1.349083423614502,3.055431842803955,0.5720000267028809,5.26207160949707,1.9305689334869385,4.421160697937012,0.7222222089767456,3.81772780418396,1.317025899887085,3.0010533332824707,0.5624306797981262
28,22590,4.254029750823975,1.6240897178649902,3.4358599185943604,0.6273632049560547,4.158049583435059,1.508541464805603,3.3415040969848633,0.6187743544578552,5.242068290710449,1.9838091135025024,4.411391258239746,0.7432023882865906,4.133615493774414,1.4912868738174438,3.3174164295196533,0.6161853075027466,,,,,,,,,,,,,,,,
29,23369,,,,,,,,,,,,,,,,,4.212565898895264,1.6163737773895264,3.389050245285034,0.5823389291763306,4.05653190612793,1.4501293897628784,3.234172821044922,0.5860000252723694,5.51370096206665,1.9589868783950806,4.675921440124512,0.6388888955116272,4.018764972686768,1.4265555143356323,3.1967597007751465,0.58549565076828
29,23369,4.117087364196777,1.5772268772125244,3.2985174655914307,0.6079602241516113,4.1064910888671875,1.4896682500839233,3.2890028953552246,0.60480797290802,5.001865386962891,1.9327349662780762,4.173208236694336,0.6888217329978943,4.09242057800293,1.4753748178482056,3.2751927375793457,0.6032955646514893,,,,,,,,,,,,,,,,
30,24148,,,,,,,,,,,,,,,,,3.881061553955078,1.513601541519165,3.0734615325927734,0.6038185954093933,3.708258628845215,1.3083677291870117,2.897134304046631,0.5666000247001648,5.443991184234619,1.99267578125,4.616580009460449,0.6666666865348816,3.6644840240478516,1.278369426727295,2.8532936573028564,0.5615435838699341
30,24148,4.20249605178833,1.6374640464782715,3.3778154850006104,0.6089552044868469,4.11272668838501,1.4893938302993774,3.2920148372650146,0.602600634098053,5.15272331237793,1.952386498451233,4.319427967071533,0.7069486379623413,4.089486598968506,1.4694210290908813,3.269313335418701,0.6005049347877502,,,,,,,,,,,,,,,,
31,24927,,,,,,,,,,,,,,,,,4.22480583190918,1.6353591680526733,3.4031662940979004,0.620525062084198,3.9115676879882812,1.3942962884902954,3.087881326675415,0.5667999982833862,5.721599102020264,2.1065542697906494,4.888235569000244,0.5555555820465088,3.85355806350708,1.3605215549468994,3.0298352241516113,0.5619871616363525
31,24927,4.259140968322754,1.6054409742355347,3.4403936862945557,0.625373125076294,4.100756645202637,1.480549693107605,3.284487247467041,0.611670732498169,5.051966190338135,1.8997751474380493,4.223194599151611,0.6858006119728088,4.072709560394287,1.4632841348648071,3.2568459510803223,0.6093639135360718,,,,,,,,,,,,,,,,
32,25706,,,,,,,,,,,,,,,,,3.8792760372161865,1.5447875261306763,3.070464611053467,0.5656324625015259,3.695338726043701,1.360908031463623,2.885993242263794,0.5446000099182129,4.645442008972168,1.6545696258544922,3.812056541442871,0.5694444179534912,3.6630756855010986,1.3391320705413818,2.8540642261505127,0.5422488451004028
32,25706,4.159763336181641,1.5917493104934692,3.340562582015991,0.6109452843666077,4.055334091186523,1.47587251663208,3.237900733947754,0.6019183397293091,5.08039665222168,1.9441920518875122,4.251443386077881,0.6978852152824402,4.031009197235107,1.458690881729126,3.2139015197753906,0.5997076630592346,,,,,,,,,,,,,,,,
33,26485,,,,,,,,,,,,,,,,,4.085331439971924,1.5767771005630493,3.263043165206909,0.5680190920829773,3.8363401889801025,1.3405358791351318,3.016202449798584,0.5479999780654907,5.180675029754639,1.8701006174087524,4.3451313972473145,0.6666666865348816,3.791736364364624,1.310126781463623,2.972043991088867,0.5442448258399963
33,26485,4.124722480773926,1.5947860479354858,3.3026046752929688,0.5945273637771606,4.084353923797607,1.480877161026001,3.264542579650879,0.6048882007598877,5.295051097869873,1.9732086658477783,4.462456226348877,0.7190332412719727,4.063007831573486,1.4635173082351685,3.2435920238494873,0.604137122631073,,,,,,,,,,,,,,,,
34,27264,,,,,,,,,,,,,,,,,4.644122123718262,1.818385124206543,3.8108110427856445,0.6038185954093933,4.28103494644165,1.5337262153625488,3.4470324516296387,0.597599983215332,5.679506301879883,2.0965728759765625,4.826211929321289,0.75,4.224963188171387,1.4982863664627075,3.3912060260772705,0.594588577747345
34,27264,4.173166275024414,1.5921926498413086,3.3526763916015625,0.5800995230674744,4.05078649520874,1.4556620121002197,3.2320024967193604,0.5972228050231934,5.232059478759766,1.9766572713851929,4.401172161102295,0.6797583103179932,4.022568702697754,1.4358683824539185,3.2041170597076416,0.5975372195243835,,,,,,,,,,,,,,,,
35,28043,,,,,,,,,,,,,,,,,3.905698776245117,1.536069393157959,3.0878331661224365,0.5346062183380127,3.7860097885131836,1.3541662693023682,2.9711811542510986,0.5428000092506409,5.502192974090576,1.955797791481018,4.667331695556641,0.7083333134651184,3.7474842071533203,1.3276559114456177,2.933258533477783,0.5409181714057922
35,28043,4.150066375732422,1.592278242111206,3.3298070430755615,0.6074627041816711,4.041122913360596,1.4628658294677734,3.2235188484191895,0.5946542620658875,5.249292850494385,1.9615947008132935,4.422338485717773,0.6797583103179932,4.013711452484131,1.4440324306488037,3.1964797973632812,0.5922661423683167,,,,,,,,,,,,,,,,
36,28822,,,,,,,,,,,,,,,,,3.9064531326293945,1.5233561992645264,3.0870509147644043,0.5250596404075623,3.785607099533081,1.3452686071395874,2.9635584354400635,0.557200014591217,5.196506500244141,1.9759888648986816,4.358753681182861,0.6944444179534912,3.751847982406616,1.318648099899292,2.929804563522339,0.5579951405525208
36,28822,4.114976406097412,1.57516610622406,3.29453182220459,0.6064676642417908,4.0229172706604,1.4527548551559448,3.20404052734375,0.598828136920929,5.087907791137695,1.954253077507019,4.258306503295898,0.6616314053535461,3.99910831451416,1.4345027208328247,3.1805245876312256,0.597227156162262,,,,,,,,,,,,,,,,
37,29601,,,,,,,,,,,,,,,,,3.957341432571411,1.4880599975585938,3.1429309844970703,0.5704057216644287,3.874882698059082,1.3548718690872192,3.0595030784606934,0.5874000191688538,5.002257347106934,1.780090570449829,4.169332504272461,0.6805555820465088,3.8492178916931152,1.3357053995132446,3.0340285301208496,0.5874916911125183
